Customer_id,Join_date,Gender,Age,predicted_LTV,no_history
CUST00546,10/19/2023,Male,67,1790.5247,0
CUST00547,6/3/2022,Female,57,3140.829,0
CUST00548,3/22/2023,Male,26,1956.803,0
CUST00549,2/21/2024,Other,56,1580.5094,0
CUST00550,5/21/2022,Female,42,4649.5903,0
CUST00551,9/8/2022,Male,27,3600.4885,0
CUST00552,3/10/2023,Other,28,2366.8953,0
CUST00553,8/19/2022,Other,29,2125.9875,0
CUST00554,5/15/2023,Other,62,4502.535,0
CUST00555,5/11/2023,Other,67,3712.9465,0
CUST00556,6/22/2022,Other,57,2882.8496,0
CUST00557,8/6/2023,Other,69,3653.449,0
CUST00558,2/7/2023,Other,28,3404.0232,0
CUST00559,12/5/2022,Male,64,412.22427,0
CUST00560,11/22/2022,Female,46,3540.9495,0
CUST00561,4/5/2023,Female,20,2263.0637,0
CUST00562,8/26/2022,Male,44,2574.3757,0
CUST00563,3/10/2023,Other,41,3643.5066,0
CUST00564,6/17/2023,Female,61,2164.9622,0
CUST00565,7/19/2022,Other,64,3361.503,0
CUST00566,6/16/2023,Female,33,1731.9375,0
CUST00567,9/21/2023,Other,46,1959.5754,0
CUST00568,9/21/2022,Male,57,2748.9927,0
CUST00569,2/6/2023,Other,36,4307.4,0
CUST00570,8/26/2023,Female,66,2799.667,0
CUST00571,7/20/2022,Other,65,3043.0706,0
CUST00572,5/9/2022,Female,68,4292.326,0
CUST00573,7/7/2023,Other,46,852.8215,0
CUST00574,6/16/2023,Female,32,5128.192,0
CUST00575,3/20/2023,Female,52,135.17079,0
CUST00576,1/28/2023,Female,33,2348.432,0
CUST00577,6/22/2023,Other,37,1240.3888,0
CUST00578,6/21/2023,Female,69,782.78186,0
CUST00579,3/17/2024,Other,68,2034.7147,0
CUST00580,1/9/2024,Male,48,3471.2246,0
CUST00581,8/12/2022,Male,30,940.0318,0
CUST00582,3/2/2024,Female,41,1030.8595,0
CUST00583,4/18/2024,Other,61,3592.5476,0
CUST00584,8/17/2022,Female,54,4494.7876,0
CUST00585,6/21/2022,Other,46,3403.4731,0
CUST00586,7/10/2023,Other,47,883.76825,0
CUST00587,3/12/2024,Male,67,485.3399,0
CUST00588,4/9/2024,Other,36,3217.1628,0
CUST00589,8/28/2023,Other,67,4156.863,0
CUST00590,5/28/2023,Female,42,1409.5182,0
CUST00591,3/26/2023,Female,50,2517.838,0
CUST00592,11/25/2023,Other,51,3264.3203,0
CUST00593,5/18/2023,Male,44,1590.4281,0
CUST00594,12/13/2023,Female,28,986.90094,0
CUST00595,12/2/2022,Female,70,3158.3125,0
CUST00596,5/31/2023,Male,30,3561.3564,0
CUST00597,4/5/2023,Female,69,2823.861,0
CUST00598,2/19/2023,Other,56,5449.086,0
CUST00599,11/22/2022,Other,26,3481.8604,0
CUST00600,12/19/2022,Other,34,700.17676,0
CUST00601,3/17/2024,Female,21,2270.3342,0
CUST00602,1/8/2023,Female,59,2567.705,0
CUST00603,3/4/2023,Female,48,2350.672,0
CUST00604,10/4/2022,Female,41,1550.9089,0
CUST00605,12/6/2022,Other,53,1830.8967,0
CUST00606,8/3/2022,Male,24,5065.8706,0
CUST00607,1/24/2024,Other,63,2829.0737,0
CUST00608,10/30/2022,Female,51,440.0833,0
CUST00609,7/22/2023,Other,25,3914.994,0
CUST00610,3/13/2023,Male,36,2455.623,0
CUST00611,6/29/2023,Other,23,4710.3784,0
CUST00612,3/9/2023,Male,66,2778.4106,0
CUST00613,11/27/2023,Female,28,1151.1323,0
CUST00614,7/23/2023,Other,35,3067.491,0
CUST00615,4/13/2024,Other,46,2954.918,0
CUST00616,10/4/2022,Other,50,1608.0181,0
CUST00617,12/3/2023,Other,27,3771.0115,0
CUST00618,5/21/2023,Female,45,3041.5735,0
CUST00619,8/9/2023,Male,23,854.3913,0
CUST00620,1/16/2024,Male,32,3683.044,0
CUST00621,2/23/2023,Other,70,3778.6233,0
CUST00622,10/29/2022,Female,46,1239.0724,0
CUST00623,10/24/2022,Male,40,5129.286,0
CUST00624,12/30/2023,Male,19,5022.105,0
CUST00625,12/7/2023,Male,44,1607.6198,0
CUST00626,5/30/2022,Male,21,1828.1654,0
CUST00627,5/16/2023,Male,43,2945.2646,0
CUST00628,2/20/2024,Male,50,1276.699,0
CUST00629,1/9/2024,Female,41,143.11111,0
CUST00630,3/10/2023,Other,33,841.6343,0
CUST00631,2/20/2023,Male,42,4519.652,0
CUST00632,7/27/2022,Female,23,1234.0485,0
CUST00633,2/17/2023,Female,41,3375.8606,0
CUST00634,10/18/2023,Other,32,1610.1128,0
CUST00635,8/7/2023,Other,19,4584.234,0
CUST00636,12/9/2023,Male,38,1125.5061,0
CUST00637,6/8/2022,Other,24,1614.9216,0
CUST00638,3/23/2024,Other,63,1583.9952,0
CUST00639,10/2/2022,Female,59,4607.0083,0
CUST00640,1/29/2024,Female,39,1823.8032,0
CUST00641,7/24/2023,Female,68,3082.4714,0
CUST00642,3/25/2024,Male,27,4770.9077,0
CUST00643,7/31/2022,Male,26,4401.842,0
CUST00644,7/27/2022,Other,20,1293.0067,0
CUST00645,1/22/2024,Other,36,3437.902,0
CUST00646,3/25/2023,Male,48,3384.5376,0
CUST00647,5/29/2023,Male,62,3581.6675,0
CUST00648,12/14/2022,Female,26,286.42664,0
CUST00649,6/9/2023,Male,66,6308.922,0
CUST00650,3/19/2024,Male,63,1298.0718,0
CUST00651,1/6/2023,Other,48,1922.0137,0
CUST00652,2/14/2023,Other,46,5242.9023,0
CUST00653,10/12/2023,Female,57,1621.2664,0
CUST00654,6/28/2023,Male,18,5556.6406,0
CUST00655,12/14/2022,Other,23,900.96906,0
CUST00656,4/12/2023,Male,19,4022.105,0
CUST00657,5/21/2022,Male,34,3258.9133,0
CUST00658,7/23/2023,Female,31,706.34753,0
CUST00659,6/8/2023,Male,27,1387.8243,0
CUST00660,9/19/2023,Female,53,1864.5094,0
CUST00661,12/5/2023,Other,64,1558.6704,0
CUST00662,6/25/2023,Other,56,4679.043,0
CUST00663,9/10/2022,Other,51,1231.9194,0
CUST00664,10/3/2023,Other,45,4196.122,0
CUST00665,7/15/2022,Female,25,1495.3323,0
CUST00666,1/23/2024,Female,67,3647.3127,0
CUST00667,10/21/2022,Other,36,5174.0767,0
CUST00668,12/3/2023,Other,33,3523.6428,0
CUST00669,6/26/2022,Other,37,3524.864,0
CUST00670,6/29/2022,Female,25,4317.2056,0
CUST00671,5/14/2022,Other,21,1940.499,0
CUST00672,11/25/2022,Female,33,459.7125,0
CUST00673,10/16/2022,Male,44,2207.7432,0
CUST00674,3/15/2023,Other,58,2700.4294,0
CUST00675,6/19/2022,Female,68,1054.1765,0
CUST00676,2/9/2024,Female,57,20.013533,0
CUST00677,12/8/2022,Female,47,2822.207,0
CUST00678,6/29/2023,Male,22,532.68054,0
CUST00679,10/13/2023,Other,25,880.4302,0
CUST00680,12/31/2022,Female,49,3233.0515,0
CUST00681,2/17/2024,Other,56,4917.3447,0
CUST00682,6/21/2022,Female,52,2970.0208,0
CUST00683,7/15/2023,Other,19,2774.911,0
CUST00684,8/11/2022,Male,58,1052.1698,0
CUST00685,12/28/2022,Female,50,215.66905,0
CUST00686,1/15/2023,Female,54,3521.2327,0
CUST00687,3/17/2024,Male,33,3552.065,0
CUST00688,1/12/2023,Other,63,1856.3344,0
CUST00689,5/23/2023,Female,27,4384.606,0
CUST00690,12/24/2022,Male,36,3723.4553,0
CUST00691,12/15/2023,Female,45,3939.2612,0
CUST00692,2/2/2023,Female,18,1068.9144,0
CUST00693,1/7/2024,Female,57,2569.5261,0
CUST00694,6/26/2023,Other,40,4421.182,0
CUST00695,6/2/2022,Male,33,4733.1914,0
CUST00696,5/11/2022,Male,54,2577.0393,0
CUST00697,7/10/2022,Male,44,820.8699,0
CUST00698,8/8/2022,Male,29,3109.526,0
CUST00699,12/9/2022,Female,60,2430.524,0
CUST00700,12/30/2022,Other,60,3528.6475,0
CUST00701,9/25/2022,Male,23,950.10187,0
CUST00702,4/12/2023,Other,51,5173.618,0
CUST00703,7/18/2022,Male,41,366.03824,0
CUST00704,4/16/2023,Male,22,3591.4497,0
CUST00705,2/3/2024,Female,51,4047.808,0
CUST00706,9/6/2022,Female,52,1475.4973,0
CUST00707,2/12/2023,Female,50,3136.9868,0
CUST00708,2/19/2023,Other,68,4984.411,0
CUST00709,1/30/2023,Female,50,1354.8589,0
CUST00710,7/5/2022,Female,53,4159.618,0
CUST00711,9/10/2022,Male,19,1080.1653,0
CUST00712,6/17/2023,Male,42,2769.2732,0
CUST00713,1/17/2023,Female,48,2534.139,0
CUST00714,5/8/2022,Female,20,4342.9097,0
CUST00715,11/9/2023,Other,58,999.5806,0
CUST00716,10/31/2022,Other,42,3335.5745,0
CUST00717,1/24/2023,Male,41,5282.1406,0
CUST00718,7/6/2023,Other,34,1861.9489,0
CUST00719,1/13/2023,Female,65,151.1663,0
CUST00720,6/14/2022,Female,19,5197.51,0
CUST00721,9/11/2023,Male,40,2267.6973,0
CUST00722,7/3/2022,Female,68,3852.2007,0
CUST00723,12/2/2023,Female,22,3415.9954,0
CUST00724,7/11/2023,Female,40,4988.5967,0
CUST00725,5/29/2023,Female,33,3822.9863,0
CUST00726,7/19/2023,Other,64,436.5153,0
CUST00727,1/11/2023,Other,60,2049.4443,0
CUST00728,4/9/2024,Other,58,3921.049,0
CUST00729,10/1/2022,Other,24,5333.2896,0
CUST00730,11/29/2023,Other,67,147.02342,0
CUST00731,10/7/2022,Male,55,2063.1348,0
CUST00732,6/2/2023,Female,65,4512.031,0
CUST00733,8/16/2022,Male,66,1937.8531,0
CUST00734,9/21/2022,Female,39,4130.3335,0
CUST00735,12/28/2022,Female,26,1588.0325,0
CUST00736,3/24/2023,Female,20,5432.4897,0
CUST00737,5/17/2023,Male,40,4660.1514,0
CUST00738,12/29/2022,Female,52,2687.8967,0
CUST00739,4/12/2024,Female,39,1726.3646,0
CUST00740,12/1/2023,Other,70,2086.4094,0
CUST00741,3/14/2023,Other,59,4315.1743,0
CUST00742,6/3/2023,Female,29,429.80493,0
CUST00743,10/19/2023,Other,67,2106.6033,0
CUST00744,3/16/2023,Male,61,3594.9639,0
CUST00745,11/24/2023,Female,47,4156.852,0
CUST00746,8/8/2023,Male,62,1430.3602,0
CUST00747,2/10/2024,Other,48,5169.983,0
CUST00748,7/18/2023,Other,58,5123.42,0
CUST00749,5/24/2022,Male,29,1684.3573,0
CUST00750,12/17/2022,Female,69,4459.5103,0
CUST00751,11/19/2022,Other,26,1733.3209,0
CUST00752,7/15/2022,Other,22,3070.8643,0
CUST00753,7/2/2023,Other,63,2085.992,0
CUST00754,4/6/2024,Male,67,2331.336,0
CUST00755,5/4/2022,Male,47,347.477,0
CUST00756,3/28/2023,Other,20,4066.2817,0
CUST00757,1/8/2024,Female,36,2386.3193,0
CUST00758,11/2/2023,Male,30,2907.4177,0
CUST00759,8/12/2023,Female,20,1785.2144,0
CUST00760,1/31/2023,Male,68,3426.9973,0
CUST00761,2/18/2023,Male,30,1153.1415,0
CUST00762,6/27/2022,Female,20,2927.3425,0
CUST00763,8/29/2022,Female,38,1572.305,0
CUST00764,10/16/2023,Female,37,392.98822,0
CUST00765,5/15/2023,Male,50,3019.4717,0
CUST00766,1/9/2023,Female,43,3919.1675,0
CUST00767,5/6/2023,Female,70,859.8493,0
CUST00768,3/4/2024,Female,52,479.97757,0
CUST00769,7/15/2022,Female,48,1984.1686,0
CUST00770,6/30/2022,Female,34,187.28893,0
CUST00771,12/13/2022,Female,20,1417.5231,0
CUST00772,2/15/2023,Female,66,1835.821,0
CUST00773,12/2/2023,Male,59,4909.521,0
CUST00774,10/6/2022,Female,30,4600.741,0
CUST00775,5/26/2023,Male,36,4851.3413,0
CUST00776,5/14/2023,Other,40,2486.7039,0
CUST00777,12/7/2022,Other,67,172.42969,0
CUST00778,5/19/2022,Male,21,1230.1469,0
CUST00779,2/10/2024,Female,59,4545.6475,0
CUST00780,10/2/2023,Male,39,1259.2164,0
CUST00781,1/14/2023,Other,35,4615.2324,0
CUST00782,1/26/2024,Male,25,459.70364,0
CUST00783,4/20/2024,Other,69,3781.9866,0
CUST00784,8/12/2023,Male,41,2739.1943,0
CUST00785,2/9/2024,Male,45,434.41382,0
CUST00786,8/26/2022,Male,43,4123.8936,0
CUST00787,10/3/2022,Male,65,3054.9814,0
CUST00788,8/28/2023,Male,46,431.20074,0
CUST00789,10/15/2023,Other,42,4566.226,0
CUST00790,8/2/2022,Male,39,590.1029,0
CUST00791,4/26/2024,Male,29,3079.7126,0
CUST00792,8/20/2022,Male,49,4419.1323,0
CUST00793,12/10/2022,Female,62,2155.5835,0
CUST00794,8/9/2023,Other,49,935.2224,0
CUST00795,7/19/2023,Male,41,3160.5454,0
CUST00796,3/22/2024,Other,69,1338.0273,0
CUST00797,4/5/2024,Male,51,3039.665,0
CUST00798,2/8/2024,Female,35,2381.116,0
CUST00799,8/5/2023,Other,69,1044.1305,0
CUST00800,4/3/2024,Female,23,2601.271,0
CUST00801,1/3/2023,Female,64,651.8961,0
CUST00802,4/7/2024,Male,45,217.77325,0
CUST00803,6/1/2022,Other,23,5684.3354,0
CUST00804,1/22/2023,Other,45,3924.977,0
CUST00805,1/3/2024,Other,56,900.10815,0
CUST00806,3/7/2023,Other,70,4073.5254,0
CUST00807,5/16/2022,Male,29,1040.0111,0
CUST00808,7/17/2022,Male,52,3044.3909,0
CUST00809,5/26/2022,Female,36,2348.2764,0
CUST00810,12/20/2023,Male,38,829.6473,0
CUST00811,7/26/2023,Other,24,3779.4775,0
CUST00812,5/24/2023,Male,23,4342.9604,0
CUST00813,7/27/2022,Female,38,1344.8936,0
CUST00814,11/27/2023,Other,60,729.31915,0
CUST00815,9/7/2023,Other,36,4316.925,0
CUST00816,7/6/2022,Female,37,3501.843,0
CUST00817,3/27/2024,Female,46,2309.5007,0
CUST00818,8/23/2023,Other,56,5539.5264,0
CUST00819,6/24/2022,Male,63,3406.7537,0
CUST00820,2/14/2024,Male,45,3526.1936,0
CUST00821,1/13/2023,Other,28,4817.434,0
CUST00822,12/30/2023,Other,62,3900.3364,0
CUST00823,8/22/2023,Other,46,5756.582,0
CUST00824,4/30/2022,Male,40,2616.7605,0
CUST00825,2/7/2023,Male,46,2411.8752,0
CUST00826,10/23/2023,Other,20,5098.0356,0
CUST00827,6/21/2022,Female,64,2467.201,0
CUST00828,11/12/2023,Other,40,2230.63,0
CUST00829,7/3/2023,Other,57,4795.746,0
CUST00830,1/1/2024,Male,45,219.48059,0
CUST00831,6/16/2023,Other,35,370.26447,0
CUST00832,10/4/2023,Male,58,528.90063,0
CUST00833,8/9/2023,Female,68,4537.4893,0
CUST00834,10/22/2022,Other,21,3606.7942,0
CUST00835,4/8/2024,Female,22,3361.9827,0
CUST00836,5/3/2022,Other,60,2282.7957,0
CUST00837,6/3/2023,Female,58,4267.611,0
CUST00838,6/25/2022,Male,43,3542.1257,0
CUST00839,3/11/2023,Other,41,4817.273,0
CUST00840,2/15/2024,Other,50,1435.082,0
CUST00841,3/11/2024,Female,69,4766.2827,0
CUST00842,10/18/2023,Male,65,929.2065,0
CUST00843,10/18/2022,Female,61,5196.725,0
CUST00844,3/20/2024,Female,28,3021.1626,0
CUST00845,2/19/2023,Male,19,764.58936,0
CUST00846,11/20/2022,Female,27,3548.6047,0
CUST00847,5/28/2022,Female,56,2544.7092,0
CUST00848,8/3/2023,Other,61,5576.3916,0
CUST00849,12/1/2023,Female,68,3514.0576,0
CUST00850,8/11/2022,Other,46,963.95404,0
CUST00851,9/3/2023,Male,20,4659.535,0
CUST00852,2/6/2023,Female,26,4251.0117,0
CUST00853,12/13/2023,Male,22,2751.867,0
CUST00854,5/7/2023,Other,33,4708.6216,0
CUST00855,12/16/2022,Other,67,4480.2505,0
CUST00856,1/8/2024,Other,59,4242.2686,0
CUST00857,11/23/2022,Female,41,4480.7974,0
CUST00858,8/31/2022,Other,41,2477.2163,0
CUST00859,5/22/2022,Other,42,1398.9219,0
CUST00860,8/30/2022,Female,54,1500.309,0
CUST00861,4/27/2024,Female,20,4604.6045,0
CUST00862,8/27/2022,Female,56,1158.0178,0
CUST00863,2/14/2024,Other,27,478.56104,0
CUST00864,4/24/2024,Other,61,1960.4811,0
CUST00865,1/8/2024,Female,46,438.7184,0
CUST00866,12/26/2022,Female,41,2863.4673,0
CUST00867,10/11/2022,Male,41,759.4653,0
CUST00868,6/12/2022,Male,46,3236.4358,0
CUST00869,12/20/2022,Female,66,3996.4932,0
CUST00870,11/15/2022,Female,22,3009.0886,0
CUST00871,5/31/2022,Male,54,2165.4482,0
CUST00872,8/12/2023,Female,26,3007.9668,0
CUST00873,8/24/2023,Other,51,5789.6323,0
CUST00874,12/5/2022,Other,41,1736.1317,0
CUST00875,1/30/2023,Other,43,1734.4764,0
CUST00876,8/20/2022,Female,38,2822.8499,0
CUST00877,12/16/2022,Female,59,1363.5874,0
CUST00878,8/27/2022,Male,35,4655.243,0
CUST00879,1/19/2023,Female,33,4484.6987,0
CUST00880,6/1/2022,Female,25,3412.1245,0
CUST00881,9/26/2023,Male,19,2117.5066,0
CUST00882,1/9/2024,Female,65,2837.2546,0
CUST00883,2/25/2023,Male,29,2041.8364,0
CUST00884,10/1/2023,Female,49,1181.2717,0
CUST00885,11/4/2022,Female,51,2474.9663,0
CUST00886,2/5/2024,Female,42,5017.3877,0
CUST00887,2/9/2024,Female,53,2227.1235,0
CUST00888,11/12/2022,Other,25,5759.934,0
CUST00889,7/3/2023,Other,34,3219.7217,0
CUST00890,7/25/2022,Female,67,4067.809,0
CUST00891,3/30/2023,Other,34,2151.3247,0
CUST00892,12/4/2023,Male,63,4895.7217,0
CUST00893,5/2/2023,Other,46,2428.0212,0
CUST00894,7/11/2022,Male,31,2462.445,0
CUST00895,10/10/2023,Male,57,3319.495,0
CUST00896,12/22/2023,Male,36,3965.866,0
CUST00897,10/21/2023,Other,62,5452.6377,0
CUST00898,3/31/2024,Female,49,2235.6013,0
CUST00899,1/22/2023,Female,30,1635.2272,0
CUST00900,7/27/2023,Other,25,1411.1628,0
CUST00901,3/4/2024,Male,26,4702.282,0
CUST00902,11/11/2022,Other,22,3181.9402,0
CUST00903,8/7/2022,Female,46,4463.5522,0
CUST00904,7/8/2023,Other,29,968.43945,0
CUST00905,11/27/2022,Other,63,1583.4084,0
CUST00906,12/6/2022,Female,46,776.1588,0
CUST00907,1/8/2023,Female,23,2498.8682,0
CUST00908,10/25/2023,Male,69,836.873,0
CUST00909,9/22/2022,Male,61,442.62698,0
CUST00910,11/17/2023,Female,38,518.34247,0
CUST00911,1/28/2024,Male,60,2293.834,0
CUST00912,4/8/2023,Female,40,4070.891,0
CUST00913,1/20/2024,Other,63,897.1382,0
CUST00914,1/3/2023,Male,22,953.4527,0
CUST00915,1/1/2024,Female,53,2895.5886,0
CUST00916,10/14/2023,Other,52,1962.7709,0
CUST00917,11/15/2023,Other,36,3807.3599,0
CUST00918,3/26/2023,Female,37,4217.3613,0
CUST00919,11/5/2023,Female,28,3784.0054,0
CUST00920,8/15/2022,Other,63,1542.3066,0
CUST00921,10/27/2023,Other,63,1002.7802,0
CUST00922,2/4/2024,Female,62,3250.4612,0
CUST00923,9/29/2023,Female,58,4962.7925,0
CUST00924,7/29/2023,Other,29,1375.0675,0
CUST00925,6/27/2022,Other,68,2938.2383,0
CUST00926,6/3/2023,Female,41,3639.149,0
CUST00927,11/24/2023,Female,50,2259.8613,0
CUST00928,2/1/2024,Other,32,3630.0466,0
CUST00929,6/18/2022,Female,25,1364.4772,0
CUST00930,7/22/2022,Female,30,294.08902,0
CUST00931,1/14/2023,Female,68,3479.686,0
CUST00932,6/24/2022,Female,26,2357.6506,0
CUST00933,3/29/2023,Male,33,2535.666,0
CUST00934,9/24/2022,Male,68,4893.5054,0
CUST00935,7/18/2023,Other,49,5883.9067,0
CUST00936,4/7/2024,Male,19,3907.4275,0
CUST00937,5/24/2023,Female,41,4256.3467,0
CUST00938,2/2/2024,Male,53,1538.6543,0
CUST00939,3/12/2023,Other,54,1249.1815,0
CUST00940,6/26/2022,Other,41,5057.519,0
CUST00941,1/15/2024,Other,47,4059.1936,0
CUST00942,4/21/2024,Male,69,3185.238,0
CUST00943,6/8/2022,Male,53,3131.135,0
CUST00944,4/6/2023,Male,26,815.2049,0
CUST00945,3/8/2023,Other,57,3298.103,0
CUST00946,11/8/2023,Female,23,4918.202,0
CUST00947,9/23/2023,Female,22,562.89355,0
CUST00948,6/21/2023,Other,37,2098.2188,0
CUST00949,5/3/2022,Other,43,3708.2256,0
CUST00950,5/23/2022,Other,63,2704.6685,0
CUST00951,6/22/2023,Other,64,1530.2156,0
CUST00952,11/21/2022,Female,48,892.88965,0
CUST00953,4/30/2022,Male,51,2058.5383,0
CUST00954,8/22/2022,Male,44,1872.8694,0
CUST00955,12/3/2022,Female,67,725.9268,0
CUST00956,11/24/2022,Male,44,1009.6899,0
CUST00957,8/13/2022,Female,70,1011.41797,0
CUST00958,4/2/2024,Male,54,5553.405,0
CUST00959,1/25/2023,Female,22,4621.694,0
CUST00960,7/3/2022,Male,26,741.66,0
CUST00961,5/23/2022,Other,38,2753.2043,0
CUST00962,7/16/2023,Other,59,3748.8806,0
CUST00963,11/30/2022,Male,22,3252.7202,0
CUST00964,11/29/2022,Female,46,3713.069,0
CUST00965,8/25/2023,Male,47,2530.776,0
CUST00966,10/22/2023,Male,61,3612.1772,0
CUST00967,8/25/2023,Other,51,363.41714,0
CUST00968,6/4/2023,Female,40,185.62804,0
CUST00969,1/3/2023,Other,26,5672.1562,0
CUST00970,5/3/2022,Male,67,157.65492,0
CUST00971,9/2/2022,Other,53,1533.6378,0
CUST00972,3/6/2023,Female,58,892.3401,0
CUST00973,8/31/2023,Male,55,1485.039,0
CUST00974,10/20/2022,Male,29,4036.8198,0
CUST00975,11/27/2022,Other,67,957.0319,0
CUST00976,9/24/2022,Female,26,942.36694,0
CUST00977,9/7/2022,Female,45,3535.4333,0
CUST00978,8/2/2022,Female,50,2053.4495,0
CUST00979,3/14/2024,Female,21,3010.7153,0
CUST00980,5/9/2023,Female,25,2946.0063,0
CUST00981,6/17/2022,Male,51,1619.6677,0
CUST00982,9/23/2022,Male,27,2852.4102,0
CUST00983,7/16/2023,Female,37,3448.459,0
CUST00984,11/4/2023,Female,28,2210.859,0
CUST00985,6/28/2022,Male,28,1175.1443,0
CUST00986,12/22/2023,Male,38,4001.0469,0
CUST00987,7/14/2022,Female,63,2346.8572,0
CUST00988,4/8/2024,Female,32,897.1682,0
CUST00989,5/31/2022,Male,40,4005.7825,0
CUST00990,4/28/2024,Other,51,4958.8613,0
CUST00991,5/6/2022,Other,36,2321.631,0
CUST00992,7/8/2023,Other,23,3527.239,0
CUST00993,7/30/2023,Male,34,2232.903,0
CUST00994,11/24/2023,Male,30,1488.5365,0
CUST00995,4/26/2024,Male,58,1928.385,0
CUST00996,8/8/2023,Other,53,1326.1053,0
CUST00997,4/21/2024,Female,35,2375.711,0
CUST00998,5/6/2023,Male,26,4430.4414,0
CUST00999,7/31/2023,Male,58,886.50366,0
CUST01000,12/22/2023,Male,37,1781.4846,0
CUST01001,3/27/2024,Other,57,1936.151,0
CUST01002,4/5/2024,Female,52,4326.233,0
CUST01003,8/19/2023,Other,23,3498.0728,0
CUST01004,11/18/2022,Other,50,5290.1694,0
CUST01005,9/29/2022,Other,59,2677.6611,0
CUST01006,6/15/2022,Male,28,1468.4468,0
CUST01007,9/23/2023,Other,55,2265.1978,0
CUST01008,6/28/2022,Female,55,213.29716,0
CUST01009,5/19/2022,Female,27,2808.74,0
CUST01010,5/16/2022,Female,28,2343.966,0
CUST01011,3/16/2024,Female,60,2838.394,0
CUST01012,3/2/2023,Other,57,1004.3034,0
CUST01013,4/27/2023,Female,64,3901.4375,0
CUST01014,7/22/2023,Female,56,3185.9773,0
CUST01015,9/4/2022,Other,39,2410.2744,0
CUST01016,8/7/2022,Other,54,5683.348,0
CUST01017,9/21/2022,Male,20,4337.822,0
CUST01018,5/11/2022,Other,70,2323.4968,0
CUST01019,5/28/2023,Other,19,2966.2146,0
CUST01020,1/18/2023,Male,23,2768.7202,0
CUST01021,8/13/2023,Male,20,3405.3838,0
CUST01022,11/20/2022,Other,59,3994.5947,0
CUST01023,5/31/2023,Male,67,1674.2516,0
CUST01024,6/10/2023,Female,54,1874.8029,0
CUST01025,8/7/2022,Other,34,4447.494,0
CUST01026,4/26/2024,Male,59,998.1731,0
CUST01027,5/14/2022,Male,31,3402.871,0
CUST01028,8/7/2022,Male,67,3971.0464,0
CUST01029,10/2/2023,Male,54,3255.7375,0
CUST01030,5/18/2022,Other,44,199.24626,0
CUST01031,5/29/2022,Male,57,2209.5464,0
CUST01032,11/2/2022,Male,58,5420.1123,0
CUST01033,8/11/2022,Male,19,2216.5188,0
CUST01034,2/12/2023,Female,49,1217.6715,0
CUST01035,11/30/2023,Female,58,4046.784,0
CUST01036,4/4/2023,Other,52,663.1823,0
CUST01037,12/14/2022,Other,36,1707.6343,0
CUST01038,1/28/2024,Female,59,5599.22,0
CUST01039,9/27/2023,Female,37,4166.052,0
CUST01040,3/22/2023,Male,48,4951.322,0
CUST01041,10/28/2023,Male,33,633.64667,0
CUST01042,5/25/2023,Female,69,2928.352,0
CUST01043,7/1/2023,Other,69,3729.214,0
CUST01044,9/5/2023,Female,61,4016.6995,0
CUST01045,10/19/2023,Other,43,1610.8832,0
CUST01046,8/12/2022,Female,37,1588.2924,0
CUST01047,12/12/2022,Male,47,4546.5864,0
CUST01048,8/22/2022,Other,22,4525.885,0
CUST01049,3/12/2024,Male,62,1587.8151,0
CUST01050,12/1/2022,Female,21,932.05786,0
CUST01051,12/7/2023,Other,28,876.20294,0
CUST01052,3/20/2023,Other,46,3535.7034,0
CUST01053,12/28/2022,Other,44,2225.7969,0
CUST01054,2/2/2024,Male,48,3822.5422,0
CUST01055,1/9/2024,Female,47,4072.8184,0
CUST01056,3/10/2024,Male,31,3980.2585,0
CUST01057,5/29/2023,Other,39,3674.2742,0
CUST01058,8/12/2022,Male,56,1183.6654,0
CUST01059,6/9/2023,Other,27,3342.7449,0
CUST01060,11/3/2023,Male,38,2186.2144,0
CUST01061,9/7/2022,Female,63,3200.5205,0
CUST01062,12/1/2022,Male,38,3533.2524,0
CUST01063,3/7/2023,Male,64,5911.719,0
CUST01064,12/26/2022,Male,40,5018.235,0
CUST01065,12/12/2023,Male,43,745.2355,0
CUST01066,8/2/2022,Female,26,5229.4033,0
CUST01067,8/9/2023,Other,66,5419.453,0
CUST01068,7/27/2022,Other,41,1544.9514,0
CUST01069,5/21/2023,Other,50,1368.0331,0
CUST01070,7/19/2022,Female,53,203.49358,0
CUST01071,7/14/2022,Female,24,463.4181,0
CUST01072,7/19/2022,Male,38,1244.1869,0
CUST01073,3/30/2024,Female,33,1370.1276,0
CUST01074,12/20/2022,Other,47,1177.011,0
CUST01075,3/11/2023,Female,25,497.08026,0
CUST01076,4/6/2024,Other,35,3041.1934,0
CUST01077,7/11/2022,Female,46,4600.513,0
CUST01078,8/2/2023,Female,33,3258.725,0
CUST01079,1/2/2024,Other,27,1162.0018,0
CUST01080,2/2/2024,Other,24,4512.19,0
CUST01081,3/9/2023,Female,21,3397.6567,0
CUST01082,6/24/2022,Female,36,1443.2251,0
CUST01083,11/14/2022,Male,42,1849.2162,0
CUST01084,8/8/2022,Other,57,4892.313,0
CUST01085,5/18/2023,Male,44,4524.0645,0
CUST01086,3/4/2024,Female,33,4665.687,0
CUST01087,7/31/2022,Other,28,4035.8086,0
CUST01088,7/14/2022,Female,70,738.0596,0
CUST01089,3/17/2024,Other,38,761.0747,0
CUST01090,3/21/2023,Female,54,618.67896,0
